Task_Number,Device_ID,Workload_Type,Source_Node,Destination_Node,Destination_Layer,Offloading_Path,Processing_Time_ms,Communication_ms,Queue_Wait_ms,Total_Latency_ms,Deadline_ms,Deadline_Met
951,D2,Video Processing,IoT2,Fog1,Fog,IoT -> Fog,41.0,48.0,10.25,99.25,120.0,Yes
952,D15,Image Processing,IoT15,Edge5,Edge,IoT -> Edge,37.2,36.0,0.0,73.2,300.0,Yes
953,D14,Image Processing,IoT14,Edge6,Edge,IoT -> Edge,34.4,34.0,0.0,68.4,300.0,Yes
954,D20,Data Analytics,IoT20,Edge7,Edge,IoT -> Edge,67.6,41.0,0.0,108.6,500.0,Yes
955,D1,Image Processing,IoT1,Edge8,Edge,IoT -> Edge,42.4,28.0,0.0,70.4,300.0,Yes
956,D16,Video Processing,IoT16,Fog2,Fog,IoT -> Fog,54.4,60.0,13.6,128.0,120.0,No
957,D16,Network Traffic,IoT16,Fog3,Fog,IoT -> Fog,19.0,56.0,4.75,79.75,150.0,Yes
958,D15,Video Processing,IoT15,Cloud1,Cloud,IoT -> Cloud,25.3,80.0,0.0,105.3,120.0,Yes
959,D16,Image Processing,IoT16,Fog1,Fog,IoT -> Fog,44.2,74.0,16.57,134.77,300.0,Yes
960,D6,Data Analytics,IoT6,Fog2,Fog,IoT -> Fog,28.2,63.0,10.57,101.77,500.0,Yes
961,D8,Video Processing,IoT8,Edge1,Edge,IoT -> Edge,24.4,24.0,0.0,48.4,120.0,Yes
962,D10,Video Processing,IoT10,Edge2,Edge,IoT -> Edge,36.0,32.0,0.0,68.0,120.0,Yes
963,D17,Data Analytics,IoT17,Fog1,Fog,IoT -> Fog,59.8,55.0,0.0,114.8,500.0,Yes
964,D5,Data Analytics,IoT5,Edge3,Edge,IoT -> Edge,36.0,30.0,0.0,66.0,500.0,Yes
965,D19,Data Analytics,IoT19,IoT19,IoT,IoT (local),51.0,0.0,0.0,51.0,500.0,Yes
966,D17,Video Processing,IoT17,IoT17,IoT,IoT (local),65.0,0.0,0.0,65.0,120.0,Yes
967,D19,Data Analytics,IoT19,Fog2,Fog,IoT -> Fog,26.6,87.0,0.0,113.6,500.0,Yes
968,D16,Network Traffic,IoT16,Fog3,Fog,IoT -> Fog,32.0,51.0,0.0,83.0,150.0,Yes
969,D1,Data Analytics,IoT1,Fog1,Fog,IoT -> Fog,47.0,88.0,5.87,140.87,500.0,Yes
970,D12,Video Processing,IoT12,Edge4,Edge,IoT -> Edge,29.2,17.0,0.0,46.2,120.0,Yes
971,D6,Image Processing,IoT6,Fog2,Fog,IoT -> Fog,31.8,51.0,3.97,86.77,300.0,Yes
972,D18,Image Processing,IoT18,Edge5,Edge,IoT -> Edge,48.8,24.0,0.0,72.8,300.0,Yes
973,D17,Network Traffic,IoT17,Fog3,Fog,IoT -> Fog,52.0,51.0,6.5,109.5,150.0,Yes
974,D15,Image Processing,IoT15,Edge6,Edge,IoT -> Edge,58.8,18.0,0.0,76.8,300.0,Yes
975,D15,Network Traffic,IoT15,Edge7,Edge,IoT -> Edge,45.2,28.0,0.0,73.2,150.0,Yes
976,D15,Image Processing,IoT15,Edge8,Edge,IoT -> Edge,64.8,44.0,0.0,108.8,300.0,Yes
977,D17,Image Processing,IoT17,Fog1,Fog,IoT -> Fog,46.2,55.0,11.55,112.75,300.0,Yes
978,D11,Data Analytics,IoT11,Fog2,Fog,IoT -> Fog,45.4,52.0,11.35,108.75,500.0,Yes
979,D19,Data Analytics,IoT19,Fog3,Fog,IoT -> Fog,29.6,49.0,7.4,86.0,500.0,Yes
980,D13,Video Processing,IoT13,Cloud1,Cloud,IoT -> Cloud,28.7,89.0,0.0,117.7,120.0,Yes
981,D8,Image Processing,IoT8,Fog1,Fog,IoT -> Fog,35.4,62.0,0.0,97.4,300.0,Yes
982,D10,Data Analytics,IoT10,Fog2,Fog,IoT -> Fog,37.6,76.0,0.0,113.6,500.0,Yes
983,D8,Image Processing,IoT8,Fog3,Fog,IoT -> Fog,55.4,39.0,0.0,94.4,300.0,Yes
984,D16,Video Processing,IoT16,Edge1,Edge,IoT -> Edge,48.4,56.0,0.0,104.4,120.0,Yes
985,D16,Video Processing,IoT16,Fog1,Fog,IoT -> Fog,34.0,52.0,4.25,90.25,120.0,Yes
986,D12,Image Processing,IoT12,Fog2,Fog,IoT -> Fog,34.0,36.0,4.25,74.25,300.0,Yes
987,D3,Data Analytics,IoT3,Edge2,Edge,IoT -> Edge,49.6,22.0,0.0,71.6,500.0,Yes
988,D13,Image Processing,IoT13,Fog3,Fog,IoT -> Fog,37.2,47.0,4.65,88.85,300.0,Yes
989,D15,Network Traffic,IoT15,Edge3,Edge,IoT -> Edge,32.0,44.0,0.0,76.0,150.0,Yes
990,D5,Image Processing,IoT5,Edge4,Edge,IoT -> Edge,60.8,47.0,0.0,107.8,300.0,Yes
991,D10,Image Processing,IoT10,Fog1,Fog,IoT -> Fog,46.8,55.0,11.7,113.5,300.0,Yes
992,D15,Image Processing,IoT15,Fog2,Fog,IoT -> Fog,52.4,61.0,13.1,126.5,300.0,Yes
993,D17,Image Processing,IoT17,Edge5,Edge,IoT -> Edge,45.6,28.0,0.0,73.6,300.0,Yes
994,D14,Data Analytics,IoT14,Fog3,Fog,IoT -> Fog,38.0,62.0,9.5,109.5,500.0,Yes
995,D5,Network Traffic,IoT5,Edge6,Edge,IoT -> Edge,96.8,37.0,0.0,133.8,150.0,Yes
996,D20,Image Processing,IoT20,Cloud1,Cloud,IoT -> Cloud,25.9,98.0,0.0,123.9,300.0,Yes
997,D3,Image Processing,IoT3,Edge7,Edge,IoT -> Edge,45.6,26.0,0.0,71.6,300.0,Yes
998,D8,Video Processing,IoT8,Edge8,Edge,IoT -> Edge,82.8,43.0,0.0,125.8,120.0,No
999,D1,Video Processing,IoT1,Cloud1,Cloud,IoT -> Cloud,28.2,119.0,0.94,148.14,120.0,No
1000,D2,Video Processing,IoT2,Fog1,Fog,IoT -> Fog,44.6,81.0,16.72,142.32,120.0,No
