Timestamp,Device_ID,Sensor_Data,Workload_Type,Original_Processing_Tier,CPU_Usage(%),Memory_Usage(MB),Network_Latency(ms),Jitter(ms),Task_Execution_Time(ms),QSALB_Source_Node,QSALB_Destination_Node,QSALB_Processing_Tier,QSALB_Offloading_Path,QSALB_Processing_Time(ms),QSALB_Communication_Delay(ms),QSALB_Queue_Wait(ms),QSALB_Total_Latency(ms),Deadline(ms),Deadline_Met,Transmission_Energy(J),Processing_Energy(J),Total_Energy(J)
2024-03-25 13:17:40,D11,"Temp: 22°C, Humidity: 69%",Data Analytics,Device,79,2493,19,6,282,IoT11,Cloud1,Cloud,IoT -> Cloud,28.2,95.0,0.0,123.2,500.0,Yes,4.017,0.0,4.017
2024-03-25 13:17:50,D10,"Temp: 25°C, Humidity: 61%",Video Processing,Fog,81,7017,11,1,65,IoT10,Edge7,Edge,IoT -> Edge,30.46,20.0,0.0,50.46,120.0,Yes,3.7689,0.3655,4.1344
2024-03-25 13:18:00,D1,"Temp: 24°C, Humidity: 72%",Network Traffic,Cloud,69,3357,24,8,251,IoT1,Fog3,Fog,IoT -> Fog,45.63,62.0,17.11,124.74,150.0,Yes,3.6062,0.0,3.6062
2024-03-25 13:18:10,D11,"Temp: 23°C, Humidity: 79%",Network Traffic,Device,27,6620,44,4,250,IoT11,Fog2,Fog,IoT -> Fog,55.25,78.0,13.81,147.06,150.0,Yes,7.1113,0.0,7.1113
2024-03-25 13:18:20,D5,"Temp: 39°C, Humidity: 30%",Network Traffic,Fog,57,7064,37,6,74,IoT5,IoT5,IoT,IoT (local),74.0,0.0,0.0,74.0,150.0,Yes,0.0,0.888,0.888
2024-03-25 13:18:30,D1,"Temp: 34°C, Humidity: 45%",Data Analytics,Device,39,2140,13,9,51,IoT1,Edge4,Edge,IoT -> Edge,18.29,30.0,6.09,54.38,500.0,Yes,1.1494,0.2195,1.3689
2024-03-25 13:18:40,D7,"Temp: 24°C, Humidity: 32%",Data Analytics,Device,84,3899,9,5,123,IoT7,Edge1,Edge,IoT -> Edge,44.67,22.0,14.89,81.56,500.0,Yes,2.0942,0.536,2.6302
2024-03-25 13:18:50,D10,"Temp: 33°C, Humidity: 54%",Video Processing,Fog,68,3723,9,7,204,IoT10,Fog1,Fog,IoT -> Fog,46.29,46.0,11.57,103.86,120.0,Yes,3.9993,0.0,3.9993
2024-03-25 13:19:00,D17,"Temp: 30°C, Humidity: 37%",Data Analytics,Cloud,44,6258,28,9,149,IoT17,Fog3,Fog,IoT -> Fog,27.09,67.0,13.54,107.63,500.0,Yes,6.7225,0.0,6.7225
2024-03-25 13:19:10,D12,"Temp: 23°C, Humidity: 74%",Image Processing,Edge,23,6163,48,1,173,IoT12,Fog2,Fog,IoT -> Fog,38.24,79.0,14.34,131.57,300.0,Yes,6.6204,0.0,6.6204
2024-03-25 13:19:20,D16,"Temp: 28°C, Humidity: 35%",Data Analytics,Cloud,17,7487,13,4,173,IoT16,Fog1,Fog,IoT -> Fog,39.26,47.0,14.72,100.98,500.0,Yes,8.0427,0.0,8.0427
2024-03-25 13:19:30,D14,"Temp: 25°C, Humidity: 59%",Network Traffic,Fog,51,1742,32,1,62,IoT14,IoT14,IoT,IoT (local),62.0,0.0,0.0,62.0,150.0,Yes,0.0,0.744,0.744
2024-03-25 13:19:40,D15,"Temp: 39°C, Humidity: 66%",Video Processing,Device,40,1782,38,1,121,IoT15,Edge2,Edge,IoT -> Edge,47.67,47.0,15.89,110.56,120.0,Yes,0.9571,0.5721,1.5292
2024-03-25 13:19:50,D18,"Temp: 30°C, Humidity: 41%",Data Analytics,Device,12,7865,20,7,230,IoT18,Cloud1,Cloud,IoT -> Cloud,23.0,97.0,0.77,120.77,500.0,Yes,12.6731,0.0,12.6731
2024-03-25 13:20:00,D15,"Temp: 20°C, Humidity: 67%",Network Traffic,Edge,18,4434,48,8,240,IoT15,Cloud1,Cloud,IoT -> Cloud,24.0,126.0,1.6,151.6,150.0,No,7.1446,0.0,7.1446
2024-03-25 13:20:10,D7,"Temp: 39°C, Humidity: 78%",Data Analytics,Fog,11,1181,35,7,175,IoT7,Fog3,Fog,IoT -> Fog,31.81,72.0,19.88,123.7,500.0,Yes,1.2687,0.0,1.2687
2024-03-25 13:20:20,D13,"Temp: 20°C, Humidity: 47%",Image Processing,Fog,53,622,37,3,187,IoT13,Fog2,Fog,IoT -> Fog,41.33,70.0,20.66,131.99,300.0,Yes,0.6682,0.0,0.6682
2024-03-25 13:20:30,D8,"Temp: 24°C, Humidity: 61%",Image Processing,Edge,63,4288,39,6,193,IoT8,Fog1,Fog,IoT -> Fog,43.79,75.0,21.89,140.69,300.0,Yes,4.6063,0.0,4.6063
2024-03-25 13:20:40,D11,"Temp: 27°C, Humidity: 42%",Video Processing,Device,75,3888,27,3,56,IoT11,IoT11,IoT,IoT (local),56.0,0.0,0.0,56.0,120.0,Yes,0.0,0.672,0.672
2024-03-25 13:20:50,D9,"Temp: 34°C, Humidity: 77%",Data Analytics,Fog,32,6692,21,9,262,IoT9,Cloud1,Cloud,IoT -> Cloud,26.2,100.0,2.62,128.82,500.0,Yes,10.783,0.0,10.783
2024-03-25 13:21:00,D9,"Temp: 20°C, Humidity: 78%",Image Processing,Device,79,740,47,1,65,IoT9,IoT9,IoT,IoT (local),65.0,0.0,0.0,65.0,300.0,Yes,0.0,0.78,0.78
2024-03-25 13:21:10,D11,"Temp: 27°C, Humidity: 61%",Network Traffic,Cloud,30,8049,39,9,94,IoT11,Edge6,Edge,IoT -> Edge,38.31,56.0,12.77,107.08,150.0,Yes,4.3232,0.4598,4.7829
2024-03-25 13:21:20,D9,"Temp: 22°C, Humidity: 59%",Image Processing,Fog,83,2605,47,3,118,IoT9,Edge8,Edge,IoT -> Edge,49.1,58.0,16.36,123.47,300.0,Yes,1.3992,0.5892,1.9884
2024-03-25 13:21:30,D11,"Temp: 28°C, Humidity: 43%",Image Processing,Edge,62,3345,48,4,299,IoT11,Cloud1,Cloud,IoT -> Cloud,29.9,122.0,3.99,155.89,300.0,Yes,5.3899,0.0,5.3899
2024-03-25 13:21:40,D10,"Temp: 29°C, Humidity: 40%",Image Processing,Cloud,81,6397,13,6,244,IoT10,Cloud1,Cloud,IoT -> Cloud,24.4,89.0,4.07,117.47,300.0,Yes,10.3077,0.0,10.3077
2024-03-25 13:21:50,D4,"Temp: 34°C, Humidity: 79%",Video Processing,Device,76,4515,44,5,262,IoT4,Cloud1,Cloud,IoT -> Cloud,26.2,119.0,5.24,150.44,120.0,No,7.2751,0.0,7.2751
2024-03-25 13:22:00,D8,"Temp: 22°C, Humidity: 60%",Image Processing,Device,16,4946,25,3,66,IoT8,IoT8,IoT,IoT (local),66.0,0.0,0.0,66.0,300.0,Yes,0.0,0.792,0.792
2024-03-25 13:22:10,D10,"Temp: 27°C, Humidity: 55%",Network Traffic,Device,56,3426,47,4,145,IoT10,Fog3,Fog,IoT -> Fog,26.36,81.0,19.77,127.13,150.0,Yes,3.6803,0.0,3.6803
2024-03-25 13:22:20,D15,"Temp: 39°C, Humidity: 47%",Image Processing,Fog,17,7483,26,3,170,IoT15,Fog2,Fog,IoT -> Fog,37.57,59.0,23.48,120.05,300.0,Yes,8.0384,0.0,8.0384
2024-03-25 13:22:30,D4,"Temp: 36°C, Humidity: 44%",Image Processing,Device,51,4061,20,3,153,IoT4,Edge3,Edge,IoT -> Edge,65.67,31.0,21.88,118.56,300.0,Yes,2.1812,0.7881,2.9693
2024-03-25 13:22:40,D8,"Temp: 32°C, Humidity: 52%",Data Analytics,Edge,76,7410,31,6,93,IoT8,Edge5,Edge,IoT -> Edge,40.38,45.0,13.46,98.83,500.0,Yes,3.98,0.4845,4.4645
2024-03-25 13:22:50,D13,"Temp: 22°C, Humidity: 74%",Image Processing,Device,14,3053,43,6,209,IoT13,Fog3,Fog,IoT -> Fog,37.99,79.0,33.24,150.24,300.0,Yes,3.2796,0.0,3.2796
2024-03-25 13:23:00,D10,"Temp: 36°C, Humidity: 34%",Network Traffic,Edge,41,7853,9,1,119,IoT10,Edge4,Edge,IoT -> Edge,42.68,18.0,28.44,89.12,150.0,Yes,4.2179,0.5121,4.73
2024-03-25 13:23:10,D13,"Temp: 24°C, Humidity: 50%",Network Traffic,Device,25,5738,22,8,246,IoT13,Cloud1,Cloud,IoT -> Cloud,24.6,100.0,5.74,130.34,150.0,Yes,9.2458,0.0,9.2458
2024-03-25 13:23:20,D12,"Temp: 35°C, Humidity: 73%",Video Processing,Edge,85,5893,44,5,254,IoT12,Fog3,Fog,IoT -> Fog,46.18,79.0,0.0,125.18,120.0,No,6.3304,0.0,6.3304
2024-03-25 13:23:30,D14,"Temp: 21°C, Humidity: 32%",Video Processing,Fog,53,6870,42,4,117,IoT14,Edge4,Edge,IoT -> Edge,41.96,54.0,0.0,95.96,120.0,Yes,3.6899,0.5035,4.1935
2024-03-25 13:23:40,D12,"Temp: 22°C, Humidity: 40%",Video Processing,Fog,84,3407,27,5,299,IoT12,Fog3,Fog,IoT -> Fog,54.36,62.0,6.79,123.15,120.0,No,3.6599,0.0,3.6599
2024-03-25 13:23:50,D10,"Temp: 36°C, Humidity: 57%",Video Processing,Edge,12,1615,34,2,244,IoT10,Fog2,Fog,IoT -> Fog,53.93,66.0,0.0,119.93,120.0,Yes,1.7349,0.0,1.7349
2024-03-25 13:24:00,D14,"Temp: 25°C, Humidity: 71%",Image Processing,Fog,40,4319,41,4,228,IoT14,Fog1,Fog,IoT -> Fog,51.74,75.0,0.0,126.74,300.0,Yes,4.6396,0.0,4.6396
2024-03-25 13:24:10,D14,"Temp: 34°C, Humidity: 49%",Video Processing,Cloud,50,4547,17,9,126,IoT14,Edge1,Edge,IoT -> Edge,45.76,34.0,0.0,79.76,120.0,Yes,2.4422,0.5491,2.9914
2024-03-25 13:24:20,D6,"Temp: 24°C, Humidity: 41%",Image Processing,Cloud,22,820,8,1,167,IoT6,Fog3,Fog,IoT -> Fog,30.36,39.0,7.59,76.95,300.0,Yes,0.8809,0.0,0.8809
2024-03-25 13:24:30,D5,"Temp: 29°C, Humidity: 49%",Video Processing,Cloud,86,525,27,2,152,IoT5,Edge2,Edge,IoT -> Edge,59.89,37.0,0.0,96.89,120.0,Yes,0.282,0.7186,1.0006
2024-03-25 13:24:40,D3,"Temp: 31°C, Humidity: 76%",Network Traffic,Device,12,2160,6,3,121,IoT3,Edge6,Edge,IoT -> Edge,49.32,17.0,0.0,66.32,150.0,Yes,1.1602,0.5918,1.752
2024-03-25 13:24:50,D3,"Temp: 31°C, Humidity: 43%",Image Processing,Fog,60,7474,24,4,224,IoT3,Fog2,Fog,IoT -> Fog,49.51,58.0,6.19,113.69,300.0,Yes,8.0287,0.0,8.0287
2024-03-25 13:25:00,D6,"Temp: 22°C, Humidity: 66%",Data Analytics,Device,17,6326,48,4,52,IoT6,IoT6,IoT,IoT (local),52.0,0.0,0.0,52.0,500.0,Yes,0.0,0.624,0.624
2024-03-25 13:25:10,D18,"Temp: 28°C, Humidity: 38%",Video Processing,Device,62,2597,27,8,226,IoT18,Fog1,Fog,IoT -> Fog,51.28,65.0,6.41,122.69,120.0,No,2.7897,0.0,2.7897
2024-03-25 13:25:20,D6,"Temp: 20°C, Humidity: 70%",Video Processing,Fog,25,2535,22,1,281,IoT6,Cloud1,Cloud,IoT -> Cloud,28.1,93.0,0.0,121.1,120.0,No,4.0847,0.0,4.0847
2024-03-25 13:25:30,D11,"Temp: 29°C, Humidity: 60%",Image Processing,Edge,41,6249,23,1,51,IoT11,IoT11,IoT,IoT (local),51.0,0.0,0.0,51.0,300.0,Yes,0.0,0.612,0.612
2024-03-25 13:25:40,D5,"Temp: 39°C, Humidity: 58%",Image Processing,Cloud,29,3869,12,7,154,IoT5,Edge8,Edge,IoT -> Edge,64.08,27.0,0.0,91.08,300.0,Yes,2.0781,0.769,2.8471
2024-03-25 13:25:50,D8,"Temp: 23°C, Humidity: 56%",Data Analytics,Cloud,18,7986,7,9,124,IoT8,Edge3,Edge,IoT -> Edge,53.23,24.0,0.0,77.23,500.0,Yes,4.2894,0.6387,4.9281
2024-03-25 13:26:00,D11,"Temp: 35°C, Humidity: 57%",Data Analytics,Edge,76,7964,35,8,214,IoT11,Fog3,Fog,IoT -> Fog,38.9,73.0,14.59,126.49,500.0,Yes,8.5551,0.0,8.5551
2024-03-25 13:26:10,D17,"Temp: 29°C, Humidity: 62%",Network Traffic,Cloud,56,6736,31,4,75,IoT17,IoT17,IoT,IoT (local),75.0,0.0,0.0,75.0,150.0,Yes,0.0,0.9,0.9
2024-03-25 13:26:20,D13,"Temp: 24°C, Humidity: 77%",Data Analytics,Edge,89,7888,18,5,53,IoT13,IoT13,IoT,IoT (local),53.0,0.0,0.0,53.0,500.0,Yes,0.0,0.636,0.636
2024-03-25 13:26:30,D5,"Temp: 24°C, Humidity: 59%",Network Traffic,Cloud,29,2616,17,3,62,IoT5,Edge5,Edge,IoT -> Edge,26.92,28.0,0.0,54.92,150.0,Yes,1.4051,0.323,1.7281
2024-03-25 13:26:40,D9,"Temp: 21°C, Humidity: 32%",Video Processing,Fog,64,7414,23,5,247,IoT9,Fog2,Fog,IoT -> Fog,54.59,58.0,13.65,126.24,120.0,No,7.9643,0.0,7.9643
2024-03-25 13:26:50,D11,"Temp: 26°C, Humidity: 55%",Video Processing,Cloud,44,7455,6,7,193,IoT11,Fog1,Fog,IoT -> Fog,43.79,43.0,10.95,97.74,120.0,Yes,8.0083,0.0,8.0083
2024-03-25 13:27:00,D6,"Temp: 31°C, Humidity: 67%",Image Processing,Cloud,36,6168,40,2,107,IoT6,Edge7,Edge,IoT -> Edge,50.14,50.0,0.0,100.14,300.0,Yes,3.3129,0.6017,3.9146
2024-03-25 13:27:10,D20,"Temp: 23°C, Humidity: 50%",Video Processing,Cloud,88,3861,23,6,99,IoT20,Edge4,Edge,IoT -> Edge,35.5,37.0,11.83,84.33,120.0,Yes,2.0738,0.426,2.4998
2024-03-25 13:27:20,D9,"Temp: 36°C, Humidity: 62%",Video Processing,Edge,20,5116,40,4,50,IoT9,IoT9,IoT,IoT (local),50.0,0.0,0.0,50.0,120.0,Yes,0.0,0.6,0.6
2024-03-25 13:27:30,D17,"Temp: 22°C, Humidity: 38%",Data Analytics,Edge,68,2771,29,6,243,IoT17,Fog3,Fog,IoT -> Fog,44.18,65.0,22.09,131.26,500.0,Yes,2.9767,0.0,2.9767
2024-03-25 13:27:40,D10,"Temp: 33°C, Humidity: 40%",Video Processing,Cloud,89,5981,10,4,226,IoT10,Cloud1,Cloud,IoT -> Cloud,22.6,84.0,0.75,107.35,120.0,Yes,9.6374,0.0,9.6374
2024-03-25 13:27:50,D4,"Temp: 31°C, Humidity: 33%",Data Analytics,Fog,37,897,16,1,188,IoT4,Fog2,Fog,IoT -> Fog,41.55,47.0,15.58,104.13,500.0,Yes,0.9636,0.0,0.9636
2024-03-25 13:28:00,D19,"Temp: 38°C, Humidity: 75%",Image Processing,Fog,52,1139,45,7,218,IoT19,Fog1,Fog,IoT -> Fog,49.47,82.0,18.55,150.02,300.0,Yes,1.2235,0.0,1.2235
2024-03-25 13:28:10,D20,"Temp: 34°C, Humidity: 61%",Network Traffic,Cloud,79,3623,14,8,59,IoT20,IoT20,IoT,IoT (local),59.0,0.0,0.0,59.0,150.0,Yes,0.0,0.708,0.708
2024-03-25 13:28:20,D5,"Temp: 28°C, Humidity: 55%",Video Processing,Edge,28,1923,26,3,253,IoT5,Cloud1,Cloud,IoT -> Cloud,25.3,99.0,1.69,125.99,120.0,No,3.0986,0.0,3.0986
2024-03-25 13:28:30,D15,"Temp: 28°C, Humidity: 32%",Network Traffic,Device,69,2162,15,5,105,IoT15,Edge1,Edge,IoT -> Edge,38.13,28.0,12.71,78.84,150.0,Yes,1.1612,0.4576,1.6188
2024-03-25 13:28:40,D9,"Temp: 31°C, Humidity: 67%",Video Processing,Edge,52,7355,27,4,118,IoT9,Edge2,Edge,IoT -> Edge,46.49,39.0,15.49,100.98,120.0,Yes,3.9504,0.5579,4.5083
2024-03-25 13:28:50,D6,"Temp: 25°C, Humidity: 33%",Network Traffic,Device,50,3607,37,8,263,IoT6,Cloud1,Cloud,IoT -> Cloud,26.3,115.0,2.63,143.93,150.0,Yes,5.8121,0.0,5.8121
2024-03-25 13:29:00,D4,"Temp: 36°C, Humidity: 52%",Network Traffic,Fog,58,4076,43,9,60,IoT4,IoT4,IoT,IoT (local),60.0,0.0,0.0,60.0,150.0,Yes,0.0,0.72,0.72
2024-03-25 13:29:10,D3,"Temp: 38°C, Humidity: 35%",Data Analytics,Fog,23,1087,28,2,113,IoT3,Edge6,Edge,IoT -> Edge,46.06,38.0,15.35,99.4,500.0,Yes,0.5838,0.5527,1.1365
2024-03-25 13:29:20,D19,"Temp: 31°C, Humidity: 45%",Video Processing,Cloud,11,2301,25,3,211,IoT19,Fog3,Fog,IoT -> Fog,38.36,58.0,23.97,120.33,120.0,No,2.4718,0.0,2.4718
2024-03-25 13:29:30,D16,"Temp: 32°C, Humidity: 54%",Image Processing,Device,50,4603,19,8,290,IoT16,Cloud1,Cloud,IoT -> Cloud,29.0,97.0,3.87,129.87,300.0,Yes,7.4169,0.0,7.4169
2024-03-25 13:29:40,D10,"Temp: 35°C, Humidity: 38%",Data Analytics,Fog,72,7903,39,6,246,IoT10,Fog2,Fog,IoT -> Fog,54.37,75.0,27.18,156.55,500.0,Yes,8.4896,0.0,8.4896
2024-03-25 13:29:50,D2,"Temp: 35°C, Humidity: 48%",Network Traffic,Edge,27,5861,14,1,211,IoT2,Fog1,Fog,IoT -> Fog,47.88,45.0,23.94,116.82,150.0,Yes,6.296,0.0,6.296
2024-03-25 13:30:00,D7,"Temp: 24°C, Humidity: 69%",Image Processing,Edge,55,6154,15,4,204,IoT7,Fog3,Fog,IoT -> Fog,37.09,49.0,27.81,113.9,300.0,Yes,6.6107,0.0,6.6107
2024-03-25 13:30:10,D14,"Temp: 23°C, Humidity: 41%",Image Processing,Cloud,29,535,39,4,90,IoT14,IoT14,IoT,IoT (local),90.0,0.0,0.0,90.0,300.0,Yes,0.0,1.08,1.08
2024-03-25 13:30:20,D1,"Temp: 35°C, Humidity: 68%",Video Processing,Device,33,3617,18,9,85,IoT1,IoT1,IoT,IoT (local),85.0,0.0,0.0,85.0,120.0,Yes,0.0,1.02,1.02
2024-03-25 13:30:30,D14,"Temp: 31°C, Humidity: 56%",Network Traffic,Cloud,44,7942,13,4,144,IoT14,Edge8,Edge,IoT -> Edge,59.92,25.0,19.97,104.89,150.0,Yes,4.2657,0.7191,4.9848
2024-03-25 13:30:40,D19,"Temp: 21°C, Humidity: 36%",Network Traffic,Device,68,4716,42,5,151,IoT19,Edge3,Edge,IoT -> Edge,64.81,55.0,21.6,141.41,150.0,Yes,2.533,0.7778,3.3108
2024-03-25 13:30:50,D14,"Temp: 28°C, Humidity: 67%",Image Processing,Edge,31,2799,22,7,167,IoT14,Fog2,Fog,IoT -> Fog,36.91,59.0,23.07,118.97,300.0,Yes,3.0067,0.0,3.0067
2024-03-25 13:31:00,D3,"Temp: 27°C, Humidity: 57%",Network Traffic,Fog,22,3232,33,5,127,IoT3,Edge5,Edge,IoT -> Edge,55.14,46.0,18.37,119.51,150.0,Yes,1.7359,0.6617,2.3976
2024-03-25 13:31:10,D10,"Temp: 35°C, Humidity: 32%",Network Traffic,Edge,11,1121,40,9,234,IoT10,Cloud1,Cloud,IoT -> Cloud,23.4,119.0,3.9,146.3,150.0,Yes,1.8063,0.0,1.8063
2024-03-25 13:31:20,D6,"Temp: 28°C, Humidity: 42%",Video Processing,Device,11,6857,18,5,219,IoT6,Cloud1,Cloud,IoT -> Cloud,21.9,93.0,4.38,119.28,120.0,Yes,11.0489,0.0,11.0489
2024-03-25 13:31:30,D11,"Temp: 21°C, Humidity: 35%",Network Traffic,Fog,18,6151,26,5,100,IoT11,Edge4,Edge,IoT -> Edge,35.86,39.0,23.9,98.76,150.0,Yes,3.3038,0.4303,3.7341
2024-03-25 13:31:40,D6,"Temp: 39°C, Humidity: 77%",Video Processing,Cloud,35,1601,43,5,177,IoT6,Fog3,Fog,IoT -> Fog,32.18,78.0,0.0,110.18,120.0,Yes,1.7198,0.0,1.7198
2024-03-25 13:31:50,D16,"Temp: 31°C, Humidity: 67%",Video Processing,Cloud,83,1618,19,8,239,IoT16,Fog3,Fog,IoT -> Fog,43.45,57.0,5.43,105.88,120.0,Yes,1.7381,0.0,1.7381
2024-03-25 13:32:00,D12,"Temp: 30°C, Humidity: 70%",Image Processing,Edge,49,1558,41,1,226,IoT12,Fog2,Fog,IoT -> Fog,49.95,72.0,0.0,121.95,300.0,Yes,1.6736,0.0,1.6736
2024-03-25 13:32:10,D18,"Temp: 20°C, Humidity: 32%",Network Traffic,Cloud,69,1626,21,6,104,IoT18,Edge4,Edge,IoT -> Edge,37.3,35.0,0.0,72.3,150.0,Yes,0.8733,0.4476,1.3209
2024-03-25 13:32:20,D12,"Temp: 37°C, Humidity: 60%",Image Processing,Cloud,72,7273,24,4,262,IoT12,Fog1,Fog,IoT -> Fog,59.45,58.0,0.0,117.45,300.0,Yes,7.8128,0.0,7.8128
2024-03-25 13:32:30,D15,"Temp: 39°C, Humidity: 61%",Image Processing,Fog,54,6549,29,4,202,IoT15,Edge1,Edge,IoT -> Edge,73.36,41.0,0.0,114.36,300.0,Yes,3.5175,0.8803,4.3979
2024-03-25 13:32:40,D7,"Temp: 38°C, Humidity: 36%",Network Traffic,Edge,15,7858,49,4,163,IoT7,Edge2,Edge,IoT -> Edge,64.22,61.0,0.0,125.22,150.0,Yes,4.2206,0.7706,4.9912
2024-03-25 13:32:50,D11,"Temp: 29°C, Humidity: 78%",Network Traffic,Cloud,82,1284,10,7,197,IoT11,Fog3,Fog,IoT -> Fog,35.81,47.0,8.95,91.77,150.0,Yes,1.3793,0.0,1.3793
2024-03-25 13:33:00,D1,"Temp: 21°C, Humidity: 30%",Data Analytics,Edge,74,1535,47,1,55,IoT1,IoT1,IoT,IoT (local),55.0,0.0,0.0,55.0,500.0,Yes,0.0,0.66,0.66
2024-03-25 13:33:10,D6,"Temp: 34°C, Humidity: 59%",Video Processing,Fog,77,3096,30,3,284,IoT6,Fog2,Fog,IoT -> Fog,62.77,63.0,7.84,133.61,120.0,No,3.3258,0.0,3.3258
2024-03-25 13:33:20,D11,"Temp: 33°C, Humidity: 34%",Data Analytics,Fog,78,2596,33,5,259,IoT11,Fog1,Fog,IoT -> Fog,58.77,68.0,7.35,134.12,500.0,Yes,2.7887,0.0,2.7887
2024-03-25 13:33:30,D11,"Temp: 20°C, Humidity: 67%",Video Processing,Fog,17,7298,12,3,275,IoT11,Fog3,Fog,IoT -> Fog,49.99,45.0,18.75,113.74,120.0,Yes,7.8396,0.0,7.8396
2024-03-25 13:33:40,D18,"Temp: 26°C, Humidity: 46%",Network Traffic,Fog,27,648,46,1,86,IoT18,IoT18,IoT,IoT (local),86.0,0.0,0.0,86.0,150.0,Yes,0.0,1.032,1.032
2024-03-25 13:33:50,D10,"Temp: 30°C, Humidity: 48%",Data Analytics,Cloud,33,700,29,3,231,IoT10,Fog2,Fog,IoT -> Fog,51.05,62.0,12.76,125.82,500.0,Yes,0.752,0.0,0.752
2024-03-25 13:34:00,D9,"Temp: 39°C, Humidity: 45%",Video Processing,Fog,39,968,28,2,193,IoT9,Edge6,Edge,IoT -> Edge,78.66,38.0,0.0,116.66,120.0,Yes,0.5199,0.944,1.4639
2024-03-25 13:34:10,D7,"Temp: 22°C, Humidity: 30%",Image Processing,Device,72,6477,44,4,135,IoT7,Edge8,Edge,IoT -> Edge,56.18,56.0,0.0,112.18,300.0,Yes,3.4789,0.6741,4.153
2024-03-25 13:34:20,D14,"Temp: 25°C, Humidity: 68%",Data Analytics,Device,56,964,45,9,141,IoT14,Edge3,Edge,IoT -> Edge,60.52,62.0,0.0,122.52,500.0,Yes,0.5178,0.7263,1.244
2024-03-25 13:34:30,D3,"Temp: 33°C, Humidity: 32%",Video Processing,Fog,48,2728,25,2,156,IoT3,Edge5,Edge,IoT -> Edge,67.73,35.0,0.0,102.73,120.0,Yes,1.4652,0.8128,2.278
2024-03-25 13:34:40,D17,"Temp: 22°C, Humidity: 47%",Video Processing,Device,29,3185,34,2,238,IoT17,Fog1,Fog,IoT -> Fog,54.01,66.0,13.5,133.51,120.0,No,3.4214,0.0,3.4214
2024-03-25 13:34:50,D10,"Temp: 37°C, Humidity: 40%",Video Processing,Fog,57,6711,42,4,253,IoT10,Cloud1,Cloud,IoT -> Cloud,25.3,116.0,0.0,141.3,120.0,No,10.8136,0.0,10.8136
2024-03-25 13:35:00,D9,"Temp: 28°C, Humidity: 43%",Image Processing,Device,34,8006,17,4,272,IoT9,Cloud1,Cloud,IoT -> Cloud,27.2,91.0,0.91,119.11,300.0,Yes,12.9003,0.0,12.9003
2024-03-25 13:35:10,D6,"Temp: 22°C, Humidity: 78%",Data Analytics,Cloud,42,3632,34,8,241,IoT6,Fog3,Fog,IoT -> Fog,43.81,72.0,21.9,137.72,500.0,Yes,3.9016,0.0,3.9016
2024-03-25 13:35:20,D5,"Temp: 36°C, Humidity: 78%",Data Analytics,Edge,75,4206,24,9,223,IoT5,Fog2,Fog,IoT -> Fog,49.29,63.0,18.48,130.77,500.0,Yes,4.5182,0.0,4.5182
2024-03-25 13:35:30,D1,"Temp: 32°C, Humidity: 57%",Network Traffic,Device,42,7497,8,5,206,IoT1,Fog1,Fog,IoT -> Fog,46.74,43.0,17.53,107.27,150.0,Yes,8.0534,0.0,8.0534
2024-03-25 13:35:40,D17,"Temp: 20°C, Humidity: 45%",Network Traffic,Fog,21,3535,8,1,72,IoT17,Edge7,Edge,IoT -> Edge,33.74,17.0,0.0,50.74,150.0,Yes,1.8987,0.4049,2.3035
2024-03-25 13:35:50,D19,"Temp: 22°C, Humidity: 54%",Network Traffic,Fog,43,2385,24,9,283,IoT19,Cloud1,Cloud,IoT -> Cloud,28.3,103.0,1.89,133.19,150.0,Yes,3.843,0.0,3.843
2024-03-25 13:36:00,D6,"Temp: 39°C, Humidity: 42%",Data Analytics,Fog,10,3413,30,6,236,IoT6,Fog3,Fog,IoT -> Fog,42.9,66.0,26.81,135.71,500.0,Yes,3.6663,0.0,3.6663
2024-03-25 13:36:10,D5,"Temp: 31°C, Humidity: 79%",Video Processing,Device,50,1819,14,2,118,IoT5,Edge4,Edge,IoT -> Edge,42.32,24.0,14.1,80.42,120.0,Yes,0.977,0.5078,1.4848
2024-03-25 13:36:20,D20,"Temp: 28°C, Humidity: 32%",Data Analytics,Device,26,6245,9,1,289,IoT20,Cloud1,Cloud,IoT -> Cloud,28.9,80.0,2.89,111.79,500.0,Yes,10.0627,0.0,10.0627
2024-03-25 13:36:30,D11,"Temp: 23°C, Humidity: 61%",Image Processing,Cloud,39,7664,46,2,294,IoT11,Cloud1,Cloud,IoT -> Cloud,29.4,118.0,3.92,151.32,300.0,Yes,12.3492,0.0,12.3492
2024-03-25 13:36:40,D11,"Temp: 29°C, Humidity: 45%",Network Traffic,Cloud,65,6941,30,1,101,IoT11,Edge1,Edge,IoT -> Edge,36.68,39.0,12.22,87.9,150.0,Yes,3.7281,0.4402,4.1682
2024-03-25 13:36:50,D20,"Temp: 20°C, Humidity: 38%",Network Traffic,Edge,21,6609,8,6,95,IoT20,Edge2,Edge,IoT -> Edge,37.43,22.0,12.47,71.9,150.0,Yes,3.5498,0.4491,3.9989
2024-03-25 13:37:00,D6,"Temp: 24°C, Humidity: 76%",Image Processing,Device,66,6788,37,8,105,IoT6,IoT6,IoT,IoT (local),105.0,0.0,0.0,105.0,300.0,Yes,0.0,1.26,1.26
